StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2021-12-31T23:45+00:00Z,2022-01-01T00:00+00:00Z,10YNL----------L,MAW,B20,2440
2022-01-01T00:00+00:00Z,2022-01-01T00:15+00:00Z,10YNL----------L,MAW,B20,2406
2022-01-01T00:15+00:00Z,2022-01-01T00:30+00:00Z,10YNL----------L,MAW,B20,2432
2022-01-01T00:30+00:00Z,2022-01-01T00:45+00:00Z,10YNL----------L,MAW,B20,2401
2022-01-01T00:45+00:00Z,2022-01-01T01:00+00:00Z,10YNL----------L,MAW,B20,2384
2022-01-01T01:00+00:00Z,2022-01-01T01:15+00:00Z,10YNL----------L,MAW,B20,2385
2022-01-01T01:15+00:00Z,2022-01-01T01:30+00:00Z,10YNL----------L,MAW,B20,2449
2022-01-01T01:30+00:00Z,2022-01-01T01:45+00:00Z,10YNL----------L,MAW,B20,2403
2022-01-01T01:45+00:00Z,2022-01-01T02:00+00:00Z,10YNL----------L,MAW,B20,2120
2022-01-01T02:00+00:00Z,2022-01-01T02:15+00:00Z,10YNL----------L,MAW,B20,2095
2022-01-01T02:15+00:00Z,2022-01-01T02:30+00:00Z,10YNL----------L,MAW,B20,2180
2022-01-01T02:30+00:00Z,2022-01-01T02:45+00:00Z,10YNL----------L,MAW,B20,2228
2022-01-01T02:45+00:00Z,2022-01-01T03:00+00:00Z,10YNL----------L,MAW,B20,2185
2022-01-01T03:00+00:00Z,2022-01-01T03:15+00:00Z,10YNL----------L,MAW,B20,2063
2022-01-01T03:15+00:00Z,2022-01-01T03:30+00:00Z,10YNL----------L,MAW,B20,2113
2022-01-01T03:30+00:00Z,2022-01-01T03:45+00:00Z,10YNL----------L,MAW,B20,2074
2022-01-01T03:45+00:00Z,2022-01-01T04:00+00:00Z,10YNL----------L,MAW,B20,2125
2022-01-01T04:00+00:00Z,2022-01-01T04:15+00:00Z,10YNL----------L,MAW,B20,2142
2022-01-01T04:15+00:00Z,2022-01-01T04:30+00:00Z,10YNL----------L,MAW,B20,2057
2022-01-01T04:30+00:00Z,2022-01-01T04:45+00:00Z,10YNL----------L,MAW,B20,1981
2022-01-01T04:45+00:00Z,2022-01-01T05:00+00:00Z,10YNL----------L,MAW,B20,1812
2022-01-01T05:00+00:00Z,2022-01-01T05:15+00:00Z,10YNL----------L,MAW,B20,1728
2022-01-01T05:15+00:00Z,2022-01-01T05:30+00:00Z,10YNL----------L,MAW,B20,1802
