StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2021-12-31T23:00+00:00Z,2022-01-01T00:00+00:00Z,10Y1001A1001A65H,MAW,B18,1875
2022-01-01T00:00+00:00Z,2022-01-01T01:00+00:00Z,10Y1001A1001A65H,MAW,B18,1904
2022-01-01T01:00+00:00Z,2022-01-01T02:00+00:00Z,10Y1001A1001A65H,MAW,B18,1738
2022-01-01T02:00+00:00Z,2022-01-01T03:00+00:00Z,10Y1001A1001A65H,MAW,B18,1436
2022-01-01T03:00+00:00Z,2022-01-01T04:00+00:00Z,10Y1001A1001A65H,MAW,B18,1505
2022-01-01T04:00+00:00Z,2022-01-01T05:00+00:00Z,10Y1001A1001A65H,MAW,B18,1391
2022-01-01T05:00+00:00Z,2022-01-01T06:00+00:00Z,10Y1001A1001A65H,MAW,B18,1407
2022-01-01T06:00+00:00Z,2022-01-01T07:00+00:00Z,10Y1001A1001A65H,MAW,B18,1098
2022-01-01T07:00+00:00Z,2022-01-01T08:00+00:00Z,10Y1001A1001A65H,MAW,B18,734
2022-01-01T08:00+00:00Z,2022-01-01T09:00+00:00Z,10Y1001A1001A65H,MAW,B18,703
2022-01-01T09:00+00:00Z,2022-01-01T10:00+00:00Z,10Y1001A1001A65H,MAW,B18,610
2022-01-01T10:00+00:00Z,2022-01-01T11:00+00:00Z,10Y1001A1001A65H,MAW,B18,653
2022-01-01T11:00+00:00Z,2022-01-01T12:00+00:00Z,10Y1001A1001A65H,MAW,B18,714
2022-01-01T12:00+00:00Z,2022-01-01T13:00+00:00Z,10Y1001A1001A65H,MAW,B18,763
2022-01-01T13:00+00:00Z,2022-01-01T14:00+00:00Z,10Y1001A1001A65H,MAW,B18,893
2022-01-01T14:00+00:00Z,2022-01-01T15:00+00:00Z,10Y1001A1001A65H,MAW,B18,1034
2022-01-01T15:00+00:00Z,2022-01-01T16:00+00:00Z,10Y1001A1001A65H,MAW,B18,1102
2022-01-01T16:00+00:00Z,2022-01-01T17:00+00:00Z,10Y1001A1001A65H,MAW,B18,1415
2022-01-01T17:00+00:00Z,2022-01-01T18:00+00:00Z,10Y1001A1001A65H,MAW,B18,1748
2022-01-01T18:00+00:00Z,2022-01-01T19:00+00:00Z,10Y1001A1001A65H,MAW,B18,1962
2022-01-01T19:00+00:00Z,2022-01-01T20:00+00:00Z,10Y1001A1001A65H,MAW,B18,2075
2022-01-01T20:00+00:00Z,2022-01-01T21:00+00:00Z,10Y1001A1001A65H,MAW,B18,2048
2022-01-01T21:00+00:00Z,2022-01-01T22:00+00:00Z,10Y1001A1001A65H,MAW,B18,2056
2022-01-01T22:00+00:00Z,2022-01-01T23:00+00:00Z,10Y1001A1001A65H,MAW,B18,1950
