StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2021-12-31T23:00+00:00Z,2022-01-01T00:00+00:00Z,10YSE-1--------K,MAW,B20,1265
2022-01-01T00:00+00:00Z,2022-01-01T01:00+00:00Z,10YSE-1--------K,MAW,B20,1273
2022-01-01T01:00+00:00Z,2022-01-01T02:00+00:00Z,10YSE-1--------K,MAW,B20,1277
2022-01-01T02:00+00:00Z,2022-01-01T03:00+00:00Z,10YSE-1--------K,MAW,B20,1277
2022-01-01T03:00+00:00Z,2022-01-01T04:00+00:00Z,10YSE-1--------K,MAW,B20,1301
2022-01-01T04:00+00:00Z,2022-01-01T05:00+00:00Z,10YSE-1--------K,MAW,B20,1334
2022-01-01T05:00+00:00Z,2022-01-01T06:00+00:00Z,10YSE-1--------K,MAW,B20,1423
2022-01-01T06:00+00:00Z,2022-01-01T07:00+00:00Z,10YSE-1--------K,MAW,B20,1469
2022-01-01T07:00+00:00Z,2022-01-01T08:00+00:00Z,10YSE-1--------K,MAW,B20,1480
2022-01-01T08:00+00:00Z,2022-01-01T09:00+00:00Z,10YSE-1--------K,MAW,B20,1535
2022-01-01T09:00+00:00Z,2022-01-01T10:00+00:00Z,10YSE-1--------K,MAW,B20,1559
2022-01-01T10:00+00:00Z,2022-01-01T11:00+00:00Z,10YSE-1--------K,MAW,B20,1562
2022-01-01T11:00+00:00Z,2022-01-01T12:00+00:00Z,10YSE-1--------K,MAW,B20,1563
2022-01-01T12:00+00:00Z,2022-01-01T13:00+00:00Z,10YSE-1--------K,MAW,B20,1565
2022-01-01T13:00+00:00Z,2022-01-01T14:00+00:00Z,10YSE-1--------K,MAW,B20,1565
2022-01-01T14:00+00:00Z,2022-01-01T15:00+00:00Z,10YSE-1--------K,MAW,B20,1570
2022-01-01T15:00+00:00Z,2022-01-01T16:00+00:00Z,10YSE-1--------K,MAW,B20,1583
2022-01-01T16:00+00:00Z,2022-01-01T17:00+00:00Z,10YSE-1--------K,MAW,B20,1584
2022-01-01T17:00+00:00Z,2022-01-01T18:00+00:00Z,10YSE-1--------K,MAW,B20,1583
2022-01-01T18:00+00:00Z,2022-01-01T19:00+00:00Z,10YSE-1--------K,MAW,B20,1589
2022-01-01T19:00+00:00Z,2022-01-01T20:00+00:00Z,10YSE-1--------K,MAW,B20,1590
2022-01-01T20:00+00:00Z,2022-01-01T21:00+00:00Z,10YSE-1--------K,MAW,B20,1575
2022-01-01T21:00+00:00Z,2022-01-01T22:00+00:00Z,10YSE-1--------K,MAW,B20,1482
2022-01-01T22:00+00:00Z,2022-01-01T23:00+00:00Z,10YSE-1--------K,MAW,B20,1371
